,name,code,rarity,min_price,avg_price
2,Doble Passe,DRLG,Secret Rare,1.35,1.8
0,Trap Eater,CRMS,Common,1.09,1.72
1,Trap Eater,OP19,Super Rare,1.11,1.45
2,Trap Eater,LC5D,Ultra Rare,2.98,4.46
0,Flip Frozen,BODE,Common,0.25,1.77
1,Flip Frozen,MP22,Common,0.25,1.11
0,Ancient Warriors Saga - Deception and Betrayal,DIFO,Common,0.52,1.82
0,Deskbot 001,GFP2,Ultra Rare,0.41,1.57
1,Deskbot 001,DUEA,Common,0.99,1.65
2,Deskbot 001,SR10,Common,1.08,2.04
3,Deskbot 001,MP15,Common,1.19,1.85
0,Vaylantz Wars - The Place of Beginning,TAMA,Ultra Rare,0.5,2.49
1,Vaylantz Wars - The Place of Beginning,TAMA,Collector's Rare,1.74,2.52
0,Magikey Mechmortar - Garesglasser,MP22,Common,0.25,1.14
1,Magikey Mechmortar - Garesglasser,DAMA,Super Rare,0.65,1.28
0,Armed Dragon LV5,DP2-,Common,0.5,1.29
1,Armed Dragon LV5,SGX1,Common,0.54,1.19
2,Armed Dragon LV5,SD1-,Common,0.85,1.18
3,Armed Dragon LV5,LED2,Common,0.99,1.29
4,Armed Dragon LV5,OP15,Common,1.11,1.48
5,Armed Dragon LV5,SDDL,Common,1.12,1.32
6,Armed Dragon LV5,LCYW,Common,1.17,1.53
7,Armed Dragon LV5,SOD-,Rare,1.24,2.48
8,Armed Dragon LV5,SOD-,Ultimate Rare,1.24,2.1
9,Armed Dragon LV5,DR3-,Rare,3.16,9.38
0,Mist Valley Thunderbird,HAC1,Common,0.42,1.55
1,Mist Valley Thunderbird,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.6
2,Mist Valley Thunderbird,HA01,Secret Rare,1.0,1.76
3,Mist Valley Thunderbird,DT01,Duel Terminal Normal Parallel Rare,6.0,10.96
0,Proto-Cyber Dragon,SGX1,Common,0.54,1.15
1,Proto-Cyber Dragon,LEDD,Common,0.83,1.8
2,Proto-Cyber Dragon,DP04,Common,0.99,1.29
3,Proto-Cyber Dragon,SDCR,Common,0.99,1.31
4,Proto-Cyber Dragon,SDMM,Common,1.09,1.3
5,Proto-Cyber Dragon,SOI-,Rare,1.17,1.35
6,Proto-Cyber Dragon,SOI-,Ultimate Rare,1.17,1.35
7,Proto-Cyber Dragon,LCGX,Ultra Rare,1.94,3.57
8,Proto-Cyber Dragon,DR04,Super Rare,11.99,15.7
0,Dragunity Knight - Trident,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.7
1,Dragunity Knight - Trident,HAC1,Common,1.0,1.7
2,Dragunity Knight - Trident,HA04,Secret Rare,1.52,3.18
3,Dragunity Knight - Trident,DT04,Duel Terminal Ultra Parallel Rare,8.99,10.63
0,Doll Monster Bear-Bear,BACH,Common,0.43,1.91
0,Forbidden Droplet,LED9,Ultra Rare,23.39,31.09
1,Forbidden Droplet,MP22,Prismatic Secret Rare,24.0,28.64
2,Forbidden Droplet,BROL,Secret Rare,27.98,33.27
3,Forbidden Droplet,ROTD,Secret Rare,43.16,46.68
4,Forbidden Droplet,OP16,Ultimate Rare,212.83,247.63
0,Rising Energy,CRV-,Rare,0.25,1.26
1,Rising Energy,SGX1,Common,0.25,1.15
2,Rising Energy,YSDS,Common,0.3,1.45
3,Rising Energy,5DS3,Common,0.3,1.43
4,Rising Energy,DEM1,Common,0.3,1.42
5,Rising Energy,YSYR,Common,0.3,1.23
6,Rising Energy,BP02,Common,0.35,1.36
7,Rising Energy,BP02,Mosaic Rare,0.35,1.39
8,Rising Energy,CRV-,Ultimate Rare,1.07,1.26
9,Rising Energy,DR04,Rare,1.46,1.82
0,Magicore Warrior of the Relics,GRCR,Super Rare,0.52,1.62
0,Seventh Ascension,LED9,Ultra Rare,0.99,2.37
0,Cryomancer of the Ice Barrier,HAC1,Common,0.42,1.55
1,Cryomancer of the Ice Barrier,SDFC,Common,0.64,1.79
2,Cryomancer of the Ice Barrier,HA01,Secret Rare,0.99,1.6
3,Cryomancer of the Ice Barrier,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.66
4,Cryomancer of the Ice Barrier,DT01,Duel Terminal Rare Parallel Rare,4.98,7.09
0,Predaponics,LED5,Common,0.37,1.68
1,Predaponics,LDS3,Common,0.54,1.16
2,Predaponics,FUEN,Secret Rare,1.18,1.62
0,Fabled Valkyrus,HAC1,Common,0.33,1.63
1,Fabled Valkyrus,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.71
2,Fabled Valkyrus,HA02,Secret Rare,2.42,4.08
3,Fabled Valkyrus,DT02,Duel Terminal Ultra Parallel Rare,14.99,14.99
0,Dragunity Knight - Barcha,HAC1,Duel Terminal Ultra Parallel Rare,0.99,1.31
1,Dragunity Knight - Barcha,HA04,Secret Rare,1.19,8.62
2,Dragunity Knight - Barcha,DT04,Duel Terminal Super Parallel Rare,16.31,32.04
0,Gouki Finishing Move,DAMA,Common,0.43,1.15
1,Gouki Finishing Move,MP22,Super Rare,0.48,1.14
0,Fossil Machine Skull Convoy,GFP2,Ultra Rare,0.33,1.58
0,Destiny HERO - Dogma,SGX1,Common,0.54,1.19
1,Destiny HERO - Dogma,DESO,Super Rare,0.67,1.45
2,Destiny HERO - Dogma,LEHD,Common,0.7,1.72
3,Destiny HERO - Dogma,DP05,Rare,0.99,1.35
4,Destiny HERO - Dogma,LCGX,Super Rare,1.18,1.72
5,Destiny HERO - Dogma,POTD,Super Rare,1.31,2.7
6,Destiny HERO - Dogma,POTD,Ultimate Rare,1.31,1.84
0,Evil HERO Dark Gaia,LDS3,Common,0.54,1.18
1,Evil HERO Dark Gaia,GLAS,Rare,1.2,2.97
2,Evil HERO Dark Gaia,DP06,Common,1.2,1.61
3,Evil HERO Dark Gaia,LCGX,Super Rare,4.78,6.5
0,Icejade Erosion,BACH,Common,0.33,1.65
0,Blaze Accelerator,SDOK,Common,0.25,1.35
1,Blaze Accelerator,SGX1,Common,0.25,1.19
2,Blaze Accelerator,FOTB,Common,0.35,1.35
3,Blaze Accelerator,CP06,Super Rare,113.21,143.52
0,Wall of Disruption,SECE,Common,0.49,1.84
1,Wall of Disruption,MP15,Common,0.98,2.22
2,Wall of Disruption,SGX1,Common,1.0,1.94
3,Wall of Disruption,YS16,Common,1.09,1.97
4,Wall of Disruption,SP15,Common,2.29,3.18
5,Wall of Disruption,SP15,Shatterfoil Rare,2.29,3.72
0,Link into the VRAINS!,MP22,Prismatic Secret Rare,1.98,2.96
0,Perform Puppet,LDS3,Common,0.54,1.14
1,Perform Puppet,LED5,Rare,0.57,1.72
0,Magician's Rod,LDS3,Common,0.54,1.22
1,Magician's Rod,LEDD,Common,1.21,1.81
2,Magician's Rod,LED6,Common,1.32,1.68
3,Magician's Rod,MP17,Super Rare,3.18,4.74
4,Magician's Rod,TDIL,Super Rare,3.4,4.66
0,Evil HERO Malicious Bane,LDS3,Ultra Rare,2.49,3.84
1,Evil HERO Malicious Bane,BROL,Secret Rare,3.0,7.63
2,Evil HERO Malicious Bane,LED5,Ultra Rare,10.0,15.7
0,Mist Valley Apex Avian,SHVA,Super Rare,0.99,2.86
1,Mist Valley Apex Avian,HAC1,Duel Terminal Ultra Parallel Rare,0.99,1.74
2,Mist Valley Apex Avian,HA02,Secret Rare,4.0,7.08
3,Mist Valley Apex Avian,DT02,Duel Terminal Rare Parallel Rare,17.99,31.26
0,Ghostrick Angel of Mischief,OP18,Common,1.43,1.98
1,Ghostrick Angel of Mischief,WSUP,Super Rare,2.89,4.44
0,D/D Lamia,GFP2,Ultra Rare,0.43,1.6
1,D/D Lamia,SDPD,Super Rare,1.09,2.21
0,Ghoti Chain,POTE,Common,0.42,1.64
0,Trickstar Festival,MP22,Common,0.42,1.13
1,Trickstar Festival,DAMA,Super Rare,0.5,1.58
0,Floowandereeze and the Scary Sea,MP22,Common,0.25,1.13
1,Floowandereeze and the Scary Sea,BODE,Super Rare,0.35,1.75
0,Geomancer of the Ice Barrier,HAC1,Common,0.42,1.58
1,Geomancer of the Ice Barrier,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.67
2,Geomancer of the Ice Barrier,HA02,Super Rare,1.24,2.38
3,Geomancer of the Ice Barrier,DT02,Duel Terminal Normal Parallel Rare,14.99,14.99
0,Evil HERO Inferno Wing,LDS3,Ultra Rare,0.5,1.27
1,Evil HERO Inferno Wing,LCGX,Super Rare,3.38,5.37
2,Evil HERO Inferno Wing,GLAS,Ultra Rare,3.54,8.61
3,Evil HERO Inferno Wing,GLAS,Ultimate Rare,3.54,7.57
0,Ebon Illusion Magician,LDS3,Ultra Rare,1.11,1.59
1,Ebon Illusion Magician,SHVI,Super Rare,6.98,8.66
2,Ebon Illusion Magician,JUMP,Ultra Rare,15.0,26.95
0,Crystal Beast Sapphire Pegasus,LDS1,Common,0.25,1.44
1,Crystal Beast Sapphire Pegasus,SGX1,Common,0.25,1.19
2,Crystal Beast Sapphire Pegasus,SDCB,Common,0.25,1.14
3,Crystal Beast Sapphire Pegasus,RYMP,Common,0.35,1.6
4,Crystal Beast Sapphire Pegasus,LED2,Common,0.35,1.51
5,Crystal Beast Sapphire Pegasus,SGX1,Secret Rare,1.08,1.19
6,Crystal Beast Sapphire Pegasus,LCGX,Super Rare,1.98,5.55
7,Crystal Beast Sapphire Pegasus,FOTB,Ultra Rare,3.0,10.77
8,Crystal Beast Sapphire Pegasus,FOTB,Ultimate Rare,3.87,8.66
9,Crystal Beast Sapphire Pegasus,DT01,Duel Terminal Normal Parallel Rare,4.25,9.89
10,Crystal Beast Sapphire Pegasus,CT04,Secret Rare,7.51,9.66
11,Crystal Beast Sapphire Pegasus,DTP1,Duel Terminal Normal Parallel Rare,599.99,599.99
0,Mokey Mokey Adrift,POTE,Common,0.33,1.61
0,Primathmech Laplacian,GFP2,Ultra Rare,0.43,1.33
1,Primathmech Laplacian,MYFI,Secret Rare,5.5,10.24
0,Live☆Twin Lil-la Treat,MP22,Super Rare,1.0,1.24
1,Live☆Twin Lil-la Treat,BLVO,Ultra Rare,1.72,2.81
2,Live☆Twin Lil-la Treat,BLVO,Starlight Rare,1.72,2.81
0,Cyber End Dragon,SGX1,Common,0.54,1.2
1,Cyber End Dragon,DP04,Rare,0.69,1.79
2,Cyber End Dragon,SDCS,Ultra Rare,0.74,2.03
3,Cyber End Dragon,LEDD,Common,0.99,1.82
4,Cyber End Dragon,SGX1,Secret Rare,1.06,1.2
5,Cyber End Dragon,LED3,Common,1.17,1.32
6,Cyber End Dragon,RYMP,Rare,1.2,1.72
7,Cyber End Dragon,STON,Super Rare,1.79,3.93
8,Cyber End Dragon,LCGX,Secret Rare,3.99,12.95
9,Cyber End Dragon,LCGX,Secret Rare,3.99,10.6
10,Cyber End Dragon,DL17,Rare,4.99,11.0
11,Cyber End Dragon,CRV-,Ultra Rare,7.91,20.1
12,Cyber End Dragon,CRV-,Ultimate Rare,7.98,18.3
13,Cyber End Dragon,MF02,Normal Parallel Rare,8.4,20.0
14,Cyber End Dragon,DR04,Ultra Rare,48.98,66.17
0,ZW - Pegasus Twin Saber,LIOV,Common,0.25,1.94
1,ZW - Pegasus Twin Saber,MP22,Super Rare,0.39,1.14
0,Backup Team,DIFO,Common,0.41,1.82
0,Mirrorjade the Iceblade Dragon,SDAZ,Ultra Rare,0.9,1.67
0,Top Share,BACH,Common,0.33,1.74
0,Double Dust Tornado Twins,POTE,Common,0.5,1.67
0,Naturia Ladybug,HAC1,Common,0.42,1.54
1,Naturia Ladybug,HA04,Super Rare,0.99,1.23
2,Naturia Ladybug,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.6
3,Naturia Ladybug,DT04,Duel Terminal Normal Parallel Rare,1.0,1.0
0,Contract with the Void,GFP2,Ultra Rare,0.43,1.63
0,Branded Disciple,BACH,Common,0.25,1.67
0,The Legendary Fisherman III,LED9,Common,0.29,1.84
1,The Legendary Fisherman III,SP17,Common,0.35,1.38
2,The Legendary Fisherman III,LEDU,Common,0.35,1.37
3,The Legendary Fisherman III,SP17,Starfoil Rare,1.09,1.39
4,The Legendary Fisherman III,DOCS,Super Rare,2.48,6.62
0,The Fabled Cerburrel,SDLI,Common,0.99,2.75
1,The Fabled Cerburrel,HAC1,Common,0.99,2.4
2,The Fabled Cerburrel,SDSA,Common,1.13,1.72
3,The Fabled Cerburrel,HAC1,Duel Terminal Normal Parallel Rare,1.32,1.93
4,The Fabled Cerburrel,HA04,Secret Rare,5.85,8.6
5,The Fabled Cerburrel,DT04,Duel Terminal Super Parallel Rare,9.99,17.56
0,Cyber Shadow Gardna,SGX1,Common,0.25,1.3
1,Cyber Shadow Gardna,CDIP,Super Rare,0.35,1.63
2,Cyber Shadow Gardna,LEDD,Common,0.83,1.41
3,Cyber Shadow Gardna,CDIP,Ultimate Rare,1.25,1.63
0,Citadel Whale,LED9,Common,0.41,1.78
1,Citadel Whale,LDS1,Ultra Rare,0.67,1.42
2,Citadel Whale,LEDU,Ultra Rare,2.5,3.84
0,Floowandereeze & Snowl,MP22,Rare,0.54,1.23
1,Floowandereeze & Snowl,BODE,Secret Rare,1.55,2.36
2,Floowandereeze & Snowl,BODE,Starlight Rare,1.55,2.37
0,Naturia Sunflower,HAC1,Common,0.42,1.29
1,Naturia Sunflower,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.18
2,Naturia Sunflower,HA03,Super Rare,1.24,3.2
3,Naturia Sunflower,DT03,Duel Terminal Normal Parallel Rare,21.98,21.98
0,Gunkan Suship Shirauo-class Carrier,MP22,Common,1.02,1.13
1,Gunkan Suship Shirauo-class Carrier,BODE,Common,1.05,1.84
0,Rookie Warrior Lady,GFP2,Ultra Rare,0.48,1.63
0,Inzektor Sword - Zektkaliber,GRCR,Rare,0.29,1.78
1,Inzektor Sword - Zektkaliber,GFP2,Ultra Rare,0.29,1.63
2,Inzektor Sword - Zektkaliber,ORCS,Ultra Rare,1.08,3.6
3,Inzektor Sword - Zektkaliber,ORCS,Ultimate Rare,1.69,3.78
0,Abyss Keeper,BODE,Common,0.42,1.68
1,Abyss Keeper,MP22,Ultra Rare,0.46,1.18
0,Ghostrick Shot,BACH,Common,0.33,1.65
0,Illusion Magic,LDS3,Common,0.54,1.29
1,Illusion Magic,LEDD,Common,0.57,1.49
2,Illusion Magic,LED6,Common,0.64,1.26
3,Illusion Magic,TDIL,Rare,0.99,1.7
4,Illusion Magic,MP17,Rare,1.39,2.0
0,P.U.N.K. JAM Extreme Session,POTE,Super Rare,0.33,1.23
0,Evil HERO Infernal Gainer,DP06,Common,0.25,1.46
1,Evil HERO Infernal Gainer,LED5,Common,0.25,1.76
2,Evil HERO Infernal Gainer,LDS3,Common,0.29,1.16
3,Evil HERO Infernal Gainer,LCGX,Common,0.35,1.47
4,Evil HERO Infernal Gainer,BP03,Common,0.35,1.39
5,Evil HERO Infernal Gainer,GLAS,Rare,0.99,3.21
6,Evil HERO Infernal Gainer,BP03,Shatterfoil Rare,1.09,1.29
0,Red Dragon Archfiend,HSRD,Common,1.8,2.75
1,Red Dragon Archfiend,LC5D,Common,1.98,2.96
2,Red Dragon Archfiend,LC5D,Ultra Rare,1.98,3.01
3,Red Dragon Archfiend,TU06,Rare,2.93,3.52
4,Red Dragon Archfiend,CT07,Super Rare,3.39,6.27
5,Red Dragon Archfiend,CT05,Secret Rare,5.0,14.88
6,Red Dragon Archfiend,TDGS,Ultra Rare,5.65,7.98
7,Red Dragon Archfiend,TDGS,Ultimate Rare,6.0,7.98
8,Red Dragon Archfiend,GFP2,Ghost Rare,28.49,44.12
0,Secret Guards of the Ice Barrier,HAC1,Common,0.25,1.61
1,Secret Guards of the Ice Barrier,HA04,Super Rare,0.35,1.58
2,Secret Guards of the Ice Barrier,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.7
3,Secret Guards of the Ice Barrier,DT04,Duel Terminal Normal Parallel Rare,2.88,3.25
0,Ariane the Labrynth Servant,TAMA,Ultra Rare,3.0,4.49
1,Ariane the Labrynth Servant,TAMA,Collector's Rare,3.39,4.31
0,Dark Ruler Ha Des,CP05,Rare,1.0,2.11
1,Dark Ruler Ha Des,SS05,Common,1.43,2.02
2,Dark Ruler Ha Des,BP01,Common,1.44,1.75
3,Dark Ruler Ha Des,BP01,Starfoil Rare,1.44,1.75
4,Dark Ruler Ha Des,MC1-,Secret Rare,1.49,4.44
5,Dark Ruler Ha Des,LOD-,Ultra Rare,1.74,4.65
6,Dark Ruler Ha Des,DB2-,Ultra Rare,1.79,4.21
7,Dark Ruler Ha Des,RP02,Ultra Rare,2.26,6.97
8,Dark Ruler Ha Des,LART,Ultra Rare,5.63,7.17
9,Dark Ruler Ha Des,STP3,Ultra Rare,8.0,17.82
10,Dark Ruler Ha Des,LOD-,Ultra Rare,121.9,121.9
0,Ashura King,POTE,Secret Rare,1.68,2.56
0,Call of the Earthbound,LED5,Common,0.25,1.88
1,Call of the Earthbound,LDS3,Common,0.29,1.15
2,Call of the Earthbound,PTDN,Rare,0.83,1.88
0,Libromancer Realized,DIFO,Super Rare,0.49,1.68
0,Warning Point,MP21,Super Rare,0.54,1.64
1,Warning Point,SDAZ,Common,0.54,1.64
2,Warning Point,PHRA,Secret Rare,0.99,3.64
0,Predaplant Triphyoverutum,LDS3,Secret Rare,2.61,3.92
1,Predaplant Triphyoverutum,LED5,Super Rare,3.34,9.25
0,Marincess Wave,LED9,Common,0.41,1.72
1,Marincess Wave,MP20,Rare,0.43,1.85
2,Marincess Wave,RIRA,Ultra Rare,1.69,3.15
0,Ancient Gear,SGX1,Common,0.25,1.15
1,Ancient Gear,SD10,Common,0.35,1.42
2,Ancient Gear,SOI-,Common,0.99,1.3
3,Ancient Gear,DR04,Common,2.07,3.03
0,D/D Necro Slime,GFP2,Ultra Rare,0.41,1.61
1,D/D Necro Slime,DOCS,Common,0.94,1.57
2,D/D Necro Slime,MP16,Common,1.0,1.72
3,D/D Necro Slime,SP17,Common,1.39,2.79
4,D/D Necro Slime,SP17,Starfoil Rare,1.39,2.67
0,Gimmick Puppet Gigantes Doll,LDS3,Common,0.53,1.15
1,Gimmick Puppet Gigantes Doll,LED5,Super Rare,1.1,1.89
0,Crossout Designator,MP21,Ultra Rare,6.99,9.32
1,Crossout Designator,MP22,Prismatic Secret Rare,7.83,9.47
0,Earthbound Immortal Ccapac Apu,LDS3,Common,0.29,1.17
1,Earthbound Immortal Ccapac Apu,LED5,Rare,0.35,1.25
2,Earthbound Immortal Ccapac Apu,LC5D,Super Rare,1.24,2.42
3,Earthbound Immortal Ccapac Apu,RGBT,Ultra Rare,4.0,6.24
4,Earthbound Immortal Ccapac Apu,RGBT,Ultimate Rare,4.02,5.29
0,Icejade Kosmochlor,BACH,Secret Rare,1.0,2.94
0,Exosister Returnia,POTE,Super Rare,0.97,1.21
0,Judgment of the Branded,LIOV,Common,0.43,1.72
1,Judgment of the Branded,SDAZ,Common,0.54,1.12
2,Judgment of the Branded,MP22,Common,0.54,1.14
0,Ally of Justice Reverse Break,HA02,Super Rare,0.25,1.23
1,Ally of Justice Reverse Break,HAC1,Common,0.25,1.57
2,Ally of Justice Reverse Break,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.69
3,Ally of Justice Reverse Break,DT02,Duel Terminal Rare Parallel Rare,2.21,8.03
0,Amphibious Bugroth MK-11,DIFO,Common,0.41,1.8
0,Dark Eye Nightmare,LIOV,Common,0.31,1.8
1,Dark Eye Nightmare,MP22,Ultra Rare,0.53,1.16
0,Motor Frenzy,DIFO,Super Rare,0.5,1.66
0,Crystal Abundance,DP07,Rare,0.31,1.33
1,Crystal Abundance,SDCB,Common,0.54,1.14
2,Crystal Abundance,LDS1,Common,0.64,1.69
3,Crystal Abundance,FOTB,Common,0.75,1.26
4,Crystal Abundance,LCGX,Rare,1.09,1.49
5,Crystal Abundance,RYMP,Secret Rare,1.39,2.32
0,Naturia Rosewhip,HAC1,Common,0.35,2.33
1,Naturia Rosewhip,HAC1,Duel Terminal Normal Parallel Rare,1.28,2.21
2,Naturia Rosewhip,HA02,Super Rare,2.48,5.0
3,Naturia Rosewhip,DT02,Duel Terminal Rare Parallel Rare,9.48,14.85
0,Floowandereeze and the Dreaming Town,MP22,Common,0.42,1.16
1,Floowandereeze and the Dreaming Town,BODE,Super Rare,0.75,1.51
0,Favorite Contact,POTE,Ultra Rare,1.26,1.83
0,Windwitch - Diamond Bell,MP22,Rare,0.54,1.19
1,Windwitch - Diamond Bell,BLVO,Ultra Rare,0.99,1.33
0,Dark Magical Circle,OP18,Common,0.73,1.58
1,Dark Magical Circle,LED6,Common,0.99,1.61
2,Dark Magical Circle,LDS3,Ultra Rare,0.99,1.57
3,Dark Magical Circle,LEDD,Ultra Rare,1.19,1.75
4,Dark Magical Circle,DUPO,Ultra Rare,1.22,1.8
5,Dark Magical Circle,MP17,Secret Rare,2.25,5.36
6,Dark Magical Circle,TDIL,Secret Rare,8.59,13.56
0,Ojama Blue,RGBT,Rare,0.33,4.11
1,Ojama Blue,SGX1,Common,0.99,1.3
2,Ojama Blue,OP06,Common,1.68,3.49
0,Double Fin Shark,LED9,Rare,0.48,1.72
1,Double Fin Shark,DUSA,Ultra Rare,0.89,2.16
0,"Redbeard, the Plunder Patroll Matey",GFP2,Ultra Rare,0.39,1.54
1,"Redbeard, the Plunder Patroll Matey",IGAS,Ultra Rare,1.25,3.54
0,"Sacred Tree Beast, Hyperyton",MP22,Common,0.42,1.13
1,"Sacred Tree Beast, Hyperyton",BLVO,Super Rare,0.99,1.41
0,Magikey Spirit - Vepartu,MP22,Rare,0.29,1.15
1,Magikey Spirit - Vepartu,BODE,Super Rare,0.49,1.42
0,Nordic Relic Hlidskjalf,BACH,Super Rare,0.5,1.22
0,Dotscaper,GFP2,Ultra Rare,0.56,1.5
1,Dotscaper,SDCL,Common,0.69,1.64
2,Dotscaper,SP18,Common,1.35,3.16
3,Dotscaper,SP18,Starfoil Rare,1.35,3.23
0,Icejade Tremora,MP22,Super Rare,0.33,1.16
1,Icejade Tremora,BODE,Secret Rare,2.2,4.66
0,Synchro Overtake,MP22,Ultra Rare,0.68,1.19
1,Synchro Overtake,DAMA,Secret Rare,2.49,7.33
0,Performapal Gentrude,DIFO,Super Rare,0.64,1.76
0,Apprentice Magician,SGX1,Common,0.25,1.17
1,Apprentice Magician,SDSC,Common,0.3,1.37
2,Apprentice Magician,SD6-,Common,0.35,1.33
3,Apprentice Magician,SR08,Common,0.35,1.82
4,Apprentice Magician,DR1-,Common,0.49,1.48
5,Apprentice Magician,MFC-,Rare,1.0,1.89
6,Apprentice Magician,SGX1,Secret Rare,1.05,1.17
7,Apprentice Magician,SBAD,Super Rare,1.24,3.44
8,Apprentice Magician,BATT,Starfoil Rare,8.58,14.56
9,Apprentice Magician,CP04,Super Rare,48.0,91.12
0,Fabled Grimro,GLD5,Gold Rare,0.78,2.48
1,Fabled Grimro,HAC1,Duel Terminal Ultra Parallel Rare,0.99,1.79
2,Fabled Grimro,HA02,Secret Rare,1.0,3.25
3,Fabled Grimro,DT02,Duel Terminal Super Parallel Rare,15.99,17.64
0,Santa Claws,AC18,Super Rare,1.12,2.58
1,Santa Claws,PGL2,Gold Secret Rare,1.53,3.25
2,Santa Claws,SS05,Ultra Rare,1.64,2.75
3,Santa Claws,STP3,Common,1.86,2.22
0,Naturia Horneedle,HAC1,Common,0.25,1.26
1,Naturia Horneedle,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.15
2,Naturia Horneedle,HA03,Super Rare,1.35,2.07
3,Naturia Horneedle,DT03,Duel Terminal Rare Parallel Rare,39.99,39.99
0,Ghostrick Mary,GFP2,Ultra Rare,0.54,1.73
1,Ghostrick Mary,MP14,Super Rare,1.82,3.42
2,Ghostrick Mary,LVAL,Super Rare,1.98,4.21
0,Medium of the Ice Barrier,SDFC,Common,0.25,1.68
1,Medium of the Ice Barrier,HAC1,Common,0.42,1.6
2,Medium of the Ice Barrier,HA02,Super Rare,0.75,1.91
3,Medium of the Ice Barrier,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.69
4,Medium of the Ice Barrier,BPW2,Common,1.25,2.86
5,Medium of the Ice Barrier,DT02,Duel Terminal Normal Parallel Rare,5.49,10.16
6,Medium of the Ice Barrier,WGRT,Common,5.51,5.51
0,Cyber Prima,SGX1,Common,0.25,1.15
1,Cyber Prima,DPDG,Common,0.3,1.71
2,Cyber Prima,BPW2,Super Rare,0.35,1.24
3,Cyber Prima,EOJ-,Super Rare,0.49,1.53
4,Cyber Prima,WGRT,Super Rare,0.99,2.81
5,Cyber Prima,EOJ-,Ultimate Rare,1.09,1.44
6,Cyber Prima,DR04,Rare,7.98,17.09
0,End of the Line,BACH,Common,0.41,1.71
0,The Weather Forecast,DIFO,Super Rare,0.64,1.71
0,Runick Destruction,TAMA,Super Rare,0.52,1.47
0,High Ritual Art,MP22,Super Rare,0.54,1.14
1,High Ritual Art,DAMA,Ultra Rare,1.14,1.7
0,Ultimate Crystal Rainbow Dragon Overdrive,SDCB,Ultra Rare,0.39,1.32
0,The Weather Painter Moonbow,DIFO,Ultra Rare,1.09,1.69
0,Charging Gaia the Fierce Knight,MP16,Ultra Rare,1.75,2.31
1,Charging Gaia the Fierce Knight,DOCS,Ultra Rare,1.94,3.38
2,Charging Gaia the Fierce Knight,SS04,Common,2.99,3.6
3,Charging Gaia the Fierce Knight,STP3,Ultra Rare,15.99,24.85
0,The Fabled Nozoochee,HAC1,Common,0.42,1.6
1,The Fabled Nozoochee,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.67
2,The Fabled Nozoochee,HA04,Super Rare,1.09,1.49
3,The Fabled Nozoochee,DT04,Duel Terminal Normal Parallel Rare,5.58,6.65
0,Archfiend Empress,LDS3,Ultra Rare,0.39,1.4
1,Archfiend Empress,STBL,Super Rare,2.37,4.7
2,Archfiend Empress,STBL,Ultra Rare,3.09,6.23
0,General Grunard of the Ice Barrier,HAC1,Common,0.33,1.22
1,General Grunard of the Ice Barrier,SDFC,Common,0.57,1.66
2,General Grunard of the Ice Barrier,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.12
3,General Grunard of the Ice Barrier,HA03,Secret Rare,1.39,2.44
4,General Grunard of the Ice Barrier,DT03,Duel Terminal Super Parallel Rare,3.56,12.37
0,Ally of Justice Rudra,HAC1,Common,0.25,1.71
1,Ally of Justice Rudra,HA01,Super Rare,0.33,1.34
2,Ally of Justice Rudra,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.9
3,Ally of Justice Rudra,DT01,Duel Terminal Normal Parallel Rare,0.99,0.99
0,Alghoul Mazera,DIFO,Common,0.41,1.73
0,Tuning,LED6,Common,0.25,1.75
1,Tuning,MAGO,Rare,0.39,1.27
2,Tuning,LDS3,Ultra Rare,0.39,1.42
3,Tuning,SHSP,Super Rare,0.69,2.17
4,Tuning,SDSE,Common,1.13,1.64
5,Tuning,LC5D,Common,1.19,1.84
6,Tuning,STBL,Ultra Rare,1.99,16.11
7,Tuning,STBL,Ultimate Rare,1.99,44.37
0,Token Collector,MP19,Common,1.63,2.86
1,Token Collector,SOFU,Rare,1.69,2.36
2,Token Collector,OP18,Super Rare,1.69,2.92
3,Token Collector,SOFU,Ultra Rare,5.09,8.98
0,Gagagaga Magician,LDS3,Common,0.53,1.16
1,Gagagaga Magician,LED6,Super Rare,1.34,2.57
0,Zexal Alliance,LIOV,Common,0.33,1.73
1,Zexal Alliance,MP22,Common,0.54,1.13
0,EN - Engage Neo Space,POTE,Super Rare,1.05,1.44
0,Heavenly Dragon Circle,GFP2,Ultra Rare,0.41,1.67
1,Heavenly Dragon Circle,ROTD,Common,0.99,1.47
0,Scareclaw Astra,DIFO,Common,0.29,1.69
0,Book of Lunar Eclipse,MP22,Super Rare,0.49,1.16
